VAF,freq,cumfreq,invVAF,prediction,residuals
0.121,7,409,8.264462809917356,411.9846671342286,-2.984667134228573
0.122,7,402,8.19672131147541,405.1740651152027,-3.1740651152027226
0.123,10,395,8.130081300813009,398.47420459242153,-3.474204592421529
0.124,11,385,8.064516129032258,391.88240633613657,-6.882406336136569
0.125,11,374,8.0,385.3960768519522,-11.396076851952216
0.126,0,363,7.936507936507937,379.012704978628,-16.012704978627994
0.127,10,363,7.874015748031496,372.7298586466159,-9.729858646615924
0.128,13,353,7.8125,366.5451817885415,-13.545181788541527
0.129,4,340,7.751937984496124,360.456391393383,-20.456391393383
0.13,9,336,7.692307692307692,354.4612746966115,-18.461274696611497
0.131,4,327,7.633587786259541,348.5576864990274,-21.557686499027398
0.132,1,323,7.575757575757575,342.74354660746735,-19.74354660746735
0.133,5,322,7.518796992481203,337.01683739096836,-15.016837390968362
0.134,4,317,7.462686567164178,331.3756014463573,-14.37560144635728
0.135,6,313,7.4074074074074066,325.8179393675924,-12.817939367592373
0.136,5,307,7.352941176470588,320.34200761351525,-13.34200761351525
0.137,3,302,7.2992700729927,314.94601646898656,-12.946016468986556
0.138,3,299,7.246376811594202,309.62822809466854,-10.628228094668543
0.139,4,296,7.194244604316546,304.3869546609882,-8.38695466098818
0.14,3,292,7.142857142857142,299.22055656207465,-7.220556562074648
0.141,0,289,7.092198581560284,294.12744070569903,-5.12744070569903
0.142,6,289,7.042253521126761,289.1060588754694,-0.10605887546938675
0.143,4,283,6.993006993006993,284.1549061617465,-1.15490616174651
0.144,0,279,6.944444444444445,279.2725194579364,-0.2725194579364256
0.145,9,279,6.8965517241379315,274.4574760190065,4.542523980993508
0.146,6,270,6.849315068493151,269.70839207924,0.2916079207599864
0.147,2,264,6.802721088435375,265.0239215264091,-1.023921526409083
0.148,4,262,6.756756756756757,260.4027546296975,1.5972453703025167
0.149,2,258,6.7114093959731544,255.84361681884778,2.156383181152222
0.15,1,256,6.666666666666667,251.34526751214278,4.654732487857217
0.151,3,255,6.622516556291391,246.906498990957,8.093501009042996
0.152,0,252,6.578947368421053,242.52613531873428,9.473864681265724
0.153,4,252,6.5359477124183005,238.2030313023575,13.796968697642512
0.154,9,248,6.4935064935064934,233.93607149398568,14.06392850601432
0.155,3,239,6.451612903225807,229.72416923152835,9.27583076847165
0.156,5,236,6.410256410256411,225.56626571602558,10.433734283974417
0.157,6,231,6.369426751592357,221.46132912428718,9.538670875712825
0.158,4,225,6.329113924050633,217.40835375522894,7.591646244771056
0.159,4,221,6.289308176100628,213.40635920842303,7.5936407915769735
0.16,4,217,6.25,209.45438959345228,7.545610406547723
0.161,2,213,6.211180124223603,205.5515127687296,7.448487231270406
0.162,2,211,6.172839506172839,201.6968196085096,9.3031803914904
0.163,3,209,6.134969325153374,197.88942329688132,11.110576703118682
0.164,7,206,6.097560975609756,194.12845864758992,11.871541352410077
0.165,5,199,6.0606060606060606,190.41308144859298,8.586918551407024
0.166,1,194,6.024096385542168,186.7424678303068,7.2575321696932065
0.167,5,193,5.988023952095808,183.115813656551,9.884186343448988
0.168,0,188,5.952380952380952,179.53233393724474,8.467666062755256
0.169,7,188,5.9171597633136095,175.99126226195398,12.008737738046023
0.17,5,181,5.88235294117647,172.49185025343124,8.508149746568762
0.171,0,176,5.847953216374268,169.03336704032984,6.966632959670164
0.172,3,176,5.813953488372094,165.61509874831117,10.38490125168883
0.173,3,173,5.780346820809249,162.2363480088012,10.763651991198799
0.174,3,170,5.74712643678161,158.89643348468798,11.103566515312025
0.175,1,167,5.714285714285714,155.59468941227885,11.405310587721146
0.176,5,166,5.6818181818181825,152.33046515887446,13.66953484112554
0.177,3,161,5.649717514124294,149.10312479533894,11.896875204661058
0.178,5,158,5.617977528089888,145.91204668307915,12.087953316920846
0.179,3,153,5.58659217877095,142.7566230748669,10.243376925133106
0.18,4,150,5.555555555555555,139.63625972896816,10.363740271031844
0.181,2,146,5.524861878453039,136.5503755360628,9.449624463937198
0.182,5,144,5.4945054945054945,133.49840215846407,10.501597841535926
0.183,2,139,5.46448087431694,130.47978368116696,8.520216318833036
0.184,3,137,5.434782608695652,127.49397627427531,9.506023725724688
0.185,3,134,5.405405405405405,124.54044786637701,9.459552133622992
0.186,4,131,5.376344086021505,121.61867782845611,9.381322171543886
0.187,5,127,5.347593582887701,118.72815666794621,8.271843332053791
0.188,1,122,5.319148936170213,115.86838573254805,6.131614267451951
0.189,6,121,5.291005291005291,113.03887692345045,7.961123076549555
0.19,2,115,5.2631578947368425,110.23915241760649,4.7608475823935095
0.191,2,113,5.2356020942408374,107.46874439873464,5.531255601265357
0.192,0,111,5.208333333333333,104.7271947967261,6.272805203273904
0.193,2,111,5.181347150259067,102.0140550351529,8.985944964847107
0.194,3,109,5.154639175257731,99.32888578658554,9.671114213414455
0.195,2,106,5.128205128205128,96.67125673543946,9.328743264560543
0.196,1,104,5.1020408163265305,94.04074634808059,9.959253651919411
0.197,3,103,5.0761421319796955,91.43694164993347,11.563058350066527
0.198,3,100,5.05050505050505,88.85943800934334,11.140561990656664
0.199,4,97,5.025125628140703,86.30783892795515,10.692161072044854
0.2,3,93,5.0,83.7817558373809,9.2182441626191
0.201,0,90,4.975124378109452,81.28080790193664,8.71919209806336
0.202,2,90,4.9504950495049505,78.80462182723944,11.195378172760556
0.203,3,88,4.926108374384236,76.35283167446035,11.647168325539653
0.204,3,85,4.901960784313726,73.92507868004199,11.074921319958008
0.205,0,82,4.878048780487805,71.521011080691,10.478988919309003
0.206,11,82,4.8543689320388355,69.14028394346971,12.859716056530289
0.207,2,71,4.830917874396135,66.78255900081086,4.217440999189137
0.208,2,69,4.8076923076923075,64.44750449029297,4.552495509707029
0.209,2,67,4.784688995215311,62.134794999014545,4.865205000985455
0.21,4,65,4.761904761904762,59.84411131241491,5.15588868758509
0.211,2,61,4.739336492890995,57.57514026739445,3.4248597326055474
0.212,5,59,4.716981132075472,55.327574609591174,3.6724253904088258
0.213,2,54,4.694835680751174,53.10111285467805,0.8988871453219502
0.214,4,52,4.672897196261682,50.89545915354914,1.1045408464508597
0.215,3,48,4.651162790697675,48.71032316126798,-0.7103231612679792
0.216,2,45,4.62962962962963,46.545419909656054,-1.5454199096560544
0.217,5,43,4.6082949308755765,44.40046968340466,-1.4004696834046584
0.218,1,38,4.587155963302752,42.27519789959585,-4.275197899595852
0.219,1,37,4.566210045662101,40.169334990525094,-3.169334990525094
0.22,0,36,4.545454545454546,38.082616289718615,-2.082616289718615
0.221,0,36,4.524886877828054,36.01478192104606,-0.014781921046058244
0.222,1,36,4.504504504504505,33.96557669083009,2.0344233091699095
0.223,2,35,4.484304932735426,31.934749982858133,3.0652500171418673
0.224,1,33,4.464285714285714,29.922055656207455,3.077944343792545
0.225,2,32,4.444444444444445,27.927251945793632,4.072748054206368
0.226,1,30,4.424778761061947,25.95010136556041,4.0498986344395895
0.227,4,29,4.405286343612334,23.99037061422795,5.009629385772051
0.228,3,25,4.385964912280701,22.04783048352121,2.95216951647879
0.229,2,22,4.366812227074235,20.1222557688032,1.8777442311968002
0.23,1,20,4.3478260869565215,18.213425182039277,1.786574817960723
0.231,2,19,4.329004329004329,16.321121267022225,2.6788787329777755
0.232,4,17,4.310344827586206,14.445130316789736,2.5548696832102635
0.233,0,13,4.291845493562231,12.585242293168747,0.4147577068312529
0.234,2,13,4.273504273504273,10.741250748382132,2.2587492516178678
0.235,1,11,4.25531914893617,8.912952748657508,2.087047251342492
0.236,5,10,4.237288135593221,7.10014879977804,2.89985120022196
0.237,2,5,4.219409282700422,5.302642774517749,-0.3026427745177491
0.238,2,3,4.201680672268908,3.520241841906749,-0.5202418419067492
0.239,0,1,4.184100418410042,1.752756398271519,-0.7527563982715191
0.24,1,1,4.166666666666667,0.0,1.0
